Time,Bottle.position.x,Bottle.position.y,Bottle.position.z,Bottle.orientation.x,Bottle.orientation.y,Bottle.orientation.z,Bottle.orientation.w,CatchNet.position.x,CatchNet.position.y,CatchNet.position.z,CatchNet.orientation.x,CatchNet.orientation.y,CatchNet.orientation.z,CatchNet.orientation.w,TrashPickup.position.x,TrashPickup.position.y,TrashPickup.position.z,TrashPickup.orientation.x,TrashPickup.orientation.y,TrashPickup.orientation.z,TrashPickup.orientation.w,TrashPickup.velocity.x,TrashPickup.velocity.y,TrashPickup.velocity.z,Velocity_abs,Distance,Velocity_rel,Acceleration,Released,Moving,Freefall,Passed,Bottle.position.xpred,Bottle.position.ypred,Bottle.position.zpred,Bottle.position.x-t,Bottle.position.y-t,Bottle.position.z-t
1651820911.7194655,0.9218532651662826,-1.7190958619117738,0.1888444133102893,0.7066447883844376,0.1868720591068267,0.1778030641376971,-0.6588705718517304,0.1181752670556306,-2.4840845584869387,0.0411691963672637,0.0039351895218714,0.0051898659905418,0.709239375591278,-0.7049375116825104,0.9156494319438936,-1.7401086568832398,0.4170889973640442,-0.708054181933403,-0.0235063594300299,0.7055119723081589,0.0109927962708752,,,,0.0,0.2292937313775404,0.9171375603287384,-0.9173629016954824,-10,-10,-10,-10,1.2707365552994203,-1.678365385321746,-1.4584070513879233,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.7294655,0.9216417789459228,-1.7189387261867524,0.1888143934309482,0.7067062705755234,0.1866356641054153,0.1777335628867148,-0.6588896632194519,0.1181445565074681,-2.4840842962265013,0.0411596877500414,0.0039459842722862,0.0051630254602059,0.7092661410570145,-0.7049107193946839,0.9155465871095656,-1.7399743795394895,0.4170589968562126,-0.707865858078003,-0.0234508356545119,0.705703181028366,0.011137338008848,-0.0102844834327986,0.0134277343750266,-0.0030000507831584,0.0171777459122933,0.2292929328790025,0.687829154936438,-2.293053871406026,-10,-10,-10,-10,1.253553078249797,-1.6788236454106809,-1.393524476618584,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.7394657,0.9214302927255632,-1.718781590461731,0.1887843735516071,0.7067677527666092,0.1863992691040038,0.1776640616357326,-0.6589087545871735,0.1181138459593057,-2.4840840339660644,0.0411501791328191,0.003956779022701,0.00513618492987,0.7092929065227509,-0.7048839271068573,0.915443742275238,-1.7398401021957397,0.417028996348381,-0.7076775342226028,-0.023395311878994,0.7058943897485733,0.0112818797468207,-0.0102844834327653,0.0134277343749822,-0.003000050783164,0.0171777459122396,0.2292921881320584,0.4585229730926633,-2.980818171617321,-10,-10,-10,-10,1.2363691915137647,-1.6792819164253983,-1.329679621678206,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.7494657,0.921116116642952,-1.7185724318027495,0.1887734621763229,0.7067824482917786,0.1860944725573062,0.1775274023413657,-0.6590148121118545,0.1180771995335816,-2.4840837121009827,0.0411256667226552,0.0039329713559709,0.0051187595352529,0.7093243807554245,-0.7048525005578995,0.9153408974409104,-1.7397058248519897,0.4169989958405494,-0.7074892103672028,-0.0233397881034761,0.7060855984687805,0.0114264214847935,-0.0102844834327542,0.0134277343750044,-0.0030000507831584,0.0171777459122494,0.2292746555442321,0.2292359540971209,-2.980679073718693,-10,-10,-10,-10,1.2191857144641411,-1.6797401765143332,-1.2668755308570308,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.7594657,0.9207230865955351,-1.7183256208896638,0.1887828148901462,0.7068364530801773,0.1856952421367168,0.177378463000059,-0.6591078013181686,0.1180350616574286,-2.484083104133606,0.041100800782442,0.0039155228529124,0.0050938040483742,0.7093600422143936,-0.7048168867826462,0.9151219964027404,-1.7395062386989593,0.4170114532113075,-0.7071960896253586,-0.0230859693605452,0.7063890308141708,0.0119136795372469,-0.0218901038170016,0.0199586153030395,0.0012457370758112,0.0296491961239404,0.2292777837734452,-3.8227866186568704e-05,-2.292690115412749,-10,-10,-10,-10,1.2020022374145176,-1.680198436603268,-1.2051106696213434,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.7694654,0.9202903687953948,-1.718117356300354,0.188817112147808,0.7069322288036346,0.18525548055768,0.1771713107824325,-0.6591833084821701,0.1179929237812757,-2.4840824961662293,0.0410759348422288,0.003898074349854,0.0050688485614954,0.7093957036733627,-0.7047812730073929,0.9149029314517976,-1.7393353760242465,0.4170478969812393,-0.706825590133667,-0.0235962903592735,0.7067391723394394,0.011726259367424,-0.0219064950942815,0.0170862674712779,0.0036443769931782,0.0280199312469577,0.2292782588642427,-1.798582290768458e-05,-1.3754448169389062,-10,-10,-10,-10,1.184819170051303,-1.6806566857664207,-1.1443864733961076,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.7794654,0.9198576509952544,-1.7179090917110442,0.1888514094054698,0.707028004527092,0.1848157189786433,0.1769641585648059,-0.6592588156461716,0.1179507859051227,-2.4840818881988525,0.0410510689020156,0.0038806258467956,0.0050438930746167,0.7094313651323318,-0.7047456592321396,0.9146838665008544,-1.739164513349533,0.4170843407511711,-0.7064550906419754,-0.0241066113580017,0.707089313864708,0.0115388391976011,-0.0219064950943148,0.0170862674713445,0.0036443769931837,0.0280199312470251,0.229278939167286,1.1635612637839188e-06,-0.6875363197607759,-10,-10,-10,-10,1.1676356930016798,-1.6811149458553556,-1.0847000465542085,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.7894654,0.919424933195114,-1.7177008271217349,0.1888857066631317,0.7071237802505493,0.1843759573996066,0.1767570063471794,-0.659334322810173,0.1179133683443069,-2.4840806841850283,0.0410132579505443,0.003843846451491,0.0050164639949798,0.7094633460044861,-0.7047138541936875,0.9144648015499116,-1.73899365067482,0.4171207845211029,-0.7060845911502838,-0.02461693235673,0.7074394553899765,0.0113514190277783,-0.0219064950942815,0.0170862674713001,0.0036443769931782,0.0280199312469712,0.2292798246807484,1.917269981110969e-05,-0.2289632983491107,-10,-10,-10,-10,1.1504522159520563,-1.6815732059442905,-1.0260528492977976,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.7994654,0.9187479257583618,-1.7173463642597198,0.1890040412545204,0.7070589542388916,0.1837524808943271,0.17655640989542,-0.6596286296844482,0.1178744945675134,-2.4840802550315857,0.0409663803875445,0.0037793253082781,0.0050023415125905,0.709496158361435,-0.704681220650673,0.9140573024749756,-1.7387390553951263,0.4172339037060737,-0.7056442469358444,-0.0243535316083579,0.7078725814819335,0.0119069235603092,-0.0407499074935979,0.0254595279693736,0.0113119184970811,0.0493629620793233,0.2292782573543695,3.317660404378309e-05,0.0002845361845265,-10,-10,-10,-10,1.1332687389024327,-1.6820314660332256,-0.9684448816268747,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.8094654,0.9180709183216096,-1.716991901397705,0.1891223758459091,0.7069941282272338,0.1831290043890475,0.1763558134436607,-0.6599229365587235,0.11784631870687,-2.484079647064209,0.0409189201891421,0.003696289169602,0.0050064841751008,0.7095200747251511,-0.7046574950218201,0.9136390179395676,-1.7384906709194183,0.4173517569899559,-0.7052248328924179,-0.0238728013355284,0.7082905620336533,0.0126456738187698,-0.0418284535408042,0.0248384475707963,0.0117853283882196,0.0500545898850504,0.2292825533034266,5.15244560108652e-05,0.0002158633258018,-10,-10,-10,-10,1.1160852618528094,-1.6824897261221605,-0.9118761435414398,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.8194654,0.9174195855855942,-1.71668261885643,0.1892576679587364,0.7070208966732026,0.1824840962886809,0.1762166067957877,-0.6601088881492615,0.1178181428462266,-2.4840790390968324,0.0408714599907397,0.0036132530309259,0.0050106268376111,0.7095439910888672,-0.7046337693929672,0.9132418006658554,-1.738260704278946,0.4174852222204208,-0.7047767639160156,-0.0240165201481431,0.7087265700101852,0.0128578179253963,-0.0397217273712224,0.0229966640472367,0.0133465230464868,0.0477994964417576,0.2292834145366975,6.25199800483589e-05,0.0001488530682247,-10,-10,-10,-10,1.0989017848031861,-1.6829479862110954,-0.856346635041493,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.8294654,0.9167682528495787,-1.716373336315155,0.1893929600715636,0.7070476651191712,0.1818391881883144,0.1760774001479148,-0.6602948397397995,0.1177899669855832,-2.4840784311294555,0.0408239997923373,0.0035302168922498,0.0050147695001214,0.7095679074525834,-0.7046100437641144,0.9128445833921432,-1.7380307376384736,0.4176186874508857,-0.7043286949396134,-0.0241602389607578,0.7091625779867172,0.0130699620320228,-0.0397217273712113,0.0229966640472367,0.0133465230464924,0.0477994964417499,0.2292845848545234,7.03845800766878e-05,0.0001250173692595,-10,-10,-10,-10,1.0817183077535626,-1.6834062463000303,-0.8018563561270342,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.8394654,0.9156824737787248,-1.7159763336181642,0.1896667547523975,0.7070535898208619,0.180749749392271,0.1760423444211482,-0.6605897575616837,0.117769980430603,-2.484077548980713,0.0407733799889683,0.0034217252221423,0.0050387090304865,0.7095849215984344,-0.7045931875705719,0.9121691852807998,-1.7377289235591888,0.4179030209779739,-0.7035574078559875,-0.0250978413503616,0.7098940432071685,0.0128291241562692,-0.0675398111343428,0.0301814079284756,0.0284333527088176,0.0792527540144301,0.2292974303951184,6.422974037123552e-05,0.0001934876605258,-10,-10,-10,-10,1.064534830703939,-1.6838645063889652,-0.7484053067980634,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.8494654,0.9144320845603944,-1.7155252277851103,0.1900127537548541,0.7071581006050109,0.1798346780240535,0.1759382337331771,-0.6607542902231216,0.117765900120139,-2.4840779662132264,0.0407222365960478,0.0032944243517703,0.0050825116457416,0.7095883280038834,-0.7045899957418442,0.9113727569580078,-1.7374185740947723,0.4182460606098175,-0.7027073353528976,-0.0259893946815281,0.7107021659612656,0.0126629376056371,-0.0796428322792031,0.0310349464416548,0.0343039631843622,0.0921027172467986,0.2293013747363181,5.425606751652268e-05,0.0003990465252534,-10,-10,-10,-10,1.0473513536543155,-1.6843227664779001,-0.6959934870545808,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.8594654,0.9132764726877212,-1.715083694458008,0.1903682112693786,0.7070600539445877,0.1791010349988937,0.1758605137467384,-0.6610772639513016,0.1177640605717897,-2.4840780973434446,0.040678771585226,0.0031764940766151,0.0051288231508805,0.709589546918869,-0.7045889317989349,0.9106390297412872,-1.737138456106186,0.4185885593295097,-0.7018986284732819,-0.0272375281900167,0.7114701986312866,0.0122213062568334,-0.0733727216720603,0.0280117988586292,0.0342498719692219,0.0856812166741931,0.2292987044999186,6.502000138985942e-05,0.0007124486576099,-10,-10,-10,-10,1.0301678766046922,-1.6847810265668353,-0.6446208968965861,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.8694654,0.9121208608150482,-1.714642161130905,0.190723668783903,0.7069620072841645,0.1783673919737338,0.1757827937602996,-0.6614002376794815,0.1177622210234403,-2.484078228473664,0.0406353065744041,0.0030585638014599,0.0051751346560194,0.7095907658338547,-0.7045878678560257,0.9099053025245668,-1.7368583381175997,0.4189310580492019,-0.7010899215936661,-0.0284856616985052,0.7122382313013077,0.0117796749080298,-0.0733727216720381,0.0280117988586292,0.0342498719692163,0.0856812166741718,0.2292969248239633,0.000107905299896,0.0010590148108395,-10,-10,-10,-10,1.012984399555069,-1.6852392866557702,-0.5942875363240794,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.879465,0.9109652489423752,-1.7142006278038024,0.1910791262984275,0.7068639606237411,0.177633748948574,0.1757050737738608,-0.6617232114076614,0.1177562411874532,-2.4840783953666685,0.0405940849334001,0.0029452259652316,0.0052204436389728,0.70959592461586,-0.70458282828331,0.909171575307846,-1.736578220129013,0.4192735567688942,-0.7002812147140502,-0.0297337952069937,0.7130062639713287,0.0113380435592262,-0.0733727216720825,0.0280117988586736,0.034249871969233,0.085681216674231,0.2292960357291883,0.0001839119119031,0.0013354632213506,-10,-10,-10,-10,0.9958013321918543,-1.6856975358189228,-0.54499456821355,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.889465,0.9082188367843628,-1.7136393249034882,0.1919634081423282,0.7066777855157852,0.1770839616656303,0.1761645458638667,-0.6619455307722092,0.1177502613514661,-2.484078562259674,0.040552863292396,0.0028318881290032,0.0052657526219263,0.7096010833978653,-0.7045777887105942,0.9072455435991288,-1.736253207921982,0.4201541274785995,-0.6985477119684219,-0.0308088487479835,0.7146386563777923,0.0112733578978804,-0.192603170871719,0.0325012207031072,0.0880570709705264,0.2142576918687892,0.2293105741042123,0.0002908680685715,0.0014336120929432,-10,10,-10,-10,0.9786178551422309,-1.6861557959078577,-0.4967396420348316,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.899465,0.9054724246263504,-1.7130780220031738,0.1928476899862289,0.7064916104078293,0.1765341743826866,0.1766240179538726,-0.6621678501367569,0.1177516385912894,-2.4840784430503846,0.040514931641519,0.0027293499791994,0.0053047951078041,0.709599980711937,-0.7045790284872055,0.9053195118904114,-1.7359281957149506,0.4210346981883049,-0.6968142092227936,-0.0318839022889732,0.716271048784256,0.0112086722365347,-0.1926031708717412,0.0325012207031294,0.088057070970543,0.2142576918688194,0.2293282898666832,0.000381153745252,0.0013472078654801,-10,10,-10,-10,0.9614343780926073,-1.6866140559967926,-0.4495239454416013,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9094653,0.9028567343950272,-1.712580555677414,0.1937106311321258,0.706313145160675,0.1761013165116309,0.1771234236657619,-0.662338474392891,0.1177530158311128,-2.484078323841095,0.040476999990642,0.0026268118293955,0.005343837593682,0.7095988780260086,-0.7045802682638168,0.9034235060214996,-1.7356538772583008,0.4219014778733253,-0.6953127682209015,-0.031486640125513,0.7177027314901352,0.0122929282835684,-0.1896005868911809,0.0274318456649824,0.0866779685020413,0.2102711557244801,0.2293551000856907,0.0004569714744671,0.0010608045713407,-10,10,-10,-10,0.944250491356575,-1.6870723270115098,-0.4033463898889332,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9194653,0.9002410441637039,-1.712083089351654,0.1945735722780227,0.7061346799135209,0.1756684586405753,0.1776228293776511,-0.662509098649025,0.1177543930709361,-2.484078204631805,0.040439068339765,0.0025242736795916,0.0053828800795599,0.7095977753400803,-0.7045815080404282,0.901527500152588,-1.735379558801651,0.4227682575583458,-0.6938113272190094,-0.0310893779620527,0.7191344141960144,0.0133771843306021,-0.1896005868911587,0.0274318456649824,0.0866779685020469,0.2102711557244623,0.2293843823106352,0.0004978810422335,0.0006192443432748,-10,10,-10,-10,0.9270670143069516,-1.687530587100445,-0.35820917724386675,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9294653,0.8976253539323806,-1.711585623025894,0.1954365134239196,0.7059562146663666,0.1752356007695197,0.1781222350895404,-0.662679722905159,0.1177584446966647,-2.484078049659729,0.0404072755947708,0.0024384395219385,0.0054156421916558,0.7095941603183746,-0.7045852810144424,0.8996314942836762,-1.7351052403450011,0.4236350372433662,-0.6923098862171173,-0.0306921157985925,0.7205660969018937,0.0144614403776358,-0.1896005868911809,0.0274318456649824,0.0866779685020413,0.2102711557244801,0.2294161355949509,0.000508699111696,0.0001220049450136,-10,10,-10,-10,0.9098835372573282,-1.6879888471893798,-0.3141111941842884,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9394653,0.8920631408691406,-1.7108016729354858,0.1975682005286216,0.7048347234725952,0.1762802474200725,0.1797527700662612,-0.6630803287029267,0.1177624963223934,-2.4840778946876525,0.0403754828497767,0.0023526053642853,0.0054484043037518,0.709590545296669,-0.7045890539884567,0.895520007610321,-1.7346848368644714,0.425723297894001,-0.6889396756887436,-0.0309696534648537,0.7235912591218948,0.0154226117156212,-0.4111486673355147,0.042040348052974,0.2088260650634776,0.4630539309476605,0.2294277749112579,0.000531361518844,-0.0003609908768944,-10,10,-10,-10,0.8927000602077046,-1.6884471072783147,-0.271052440710198,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9494653,0.8866036176681519,-1.7100697457790377,0.1996807791292667,0.7037600189447403,0.1773932956159114,0.1814504630863666,-0.6633939683437348,0.1177724838256835,-2.4840777993202208,0.0403586938977241,0.0023013736237771,0.0054717512801288,0.7095822215080261,-0.7045974612236023,0.891408520936966,-1.7342644333839417,0.4278115585446357,-0.6855694651603699,-0.0312471911311149,0.7266164213418961,0.0163837830536067,-0.4111486673355036,0.042040348052974,0.2088260650634721,0.4630539309476482,0.2294605031816702,0.0004867019241898,-0.0010553438971205,-10,10,-10,-10,0.8755165831580813,-1.6889053673672496,-0.2290329168215957,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9594653,0.8812229484319687,-1.7093754708766935,0.2017730936408042,0.702646005153656,0.1786007776856422,0.1831604361534118,-0.6637206763029099,0.1177824713289737,-2.484077703952789,0.0403419049456715,0.0022501418832689,0.0054950982565059,0.7095738977193833,-0.7046058684587478,0.887413090467453,-1.7339093387126925,0.4298573613166809,-0.6823040515184402,-0.031723023764789,0.7295293599367142,0.0170022380771115,-0.3995430469513006,0.0355094671249167,0.2045802772045191,0.4502762023954881,0.2294834671401291,0.0004053869887388,-0.0019802936337944,-10,10,-10,-10,0.8583331061084578,-1.6893636274561845,-0.18805262251848148,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9694653,0.8758422791957855,-1.70868119597435,0.2038654081523418,0.7015319913625717,0.1798082597553729,0.184870409220457,-0.664047384262085,0.1177924588322639,-2.4840776085853578,0.0403251159936189,0.0021989101427606,0.005518445232883,0.7095655739307404,-0.7046142756938935,0.8834176599979401,-1.7335542440414429,0.431903164088726,-0.6790386378765106,-0.0321988563984631,0.7324422985315323,0.0176206931006163,-0.3995430469512895,0.0355094671249611,0.204580277204508,0.4502762023954768,0.2295153002458604,0.0003254288437652,-0.0032069448187084,-10,10,-10,-10,0.8411496290588344,-1.6898218875451194,-0.14811155780085522,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9794652,0.8704616099596023,-1.7079869210720062,0.2059577226638793,0.7004179775714874,0.1810157418251037,0.1865803822875022,-0.6643740922212601,0.1178029533475637,-2.4840771317482,0.040319251641631,0.002178023639135,0.0055297947488724,0.7095573157072067,-0.7046225965023041,0.8794222295284271,-1.7331991493701937,0.4339489668607711,-0.675773224234581,-0.0326746890321373,0.7353552371263504,0.0182391481241211,-0.3995430469513006,0.0355094671249167,0.2045802772045135,0.4502762023954856,0.2295559988091443,0.0002661967400603,-0.0048074875276047,-10,10,-10,-10,0.823966152009211,-1.6902801476340543,-0.10920972266871704,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9894652,0.8595213502645492,-1.70701242685318,0.2112756863236427,0.696723586320877,0.1850805722177028,0.1894975967705249,-0.6658396303653717,0.1178087275475263,-2.484077250957489,0.0403263323009013,0.0021764680277555,0.00554361785762,0.709552738070488,-0.7046271085739135,0.8712677627801895,-1.7329509675502777,0.4390178650617599,-0.6686559766530991,-0.0341681828722357,0.7410890161991119,0.018630061391741,-0.815446674823761,0.0248181819916037,0.506889820098877,0.9604720252867176,0.2295153286315907,-5.744332244428385e-05,-0.0061228207746573,-10,10,-10,-10,0.8067826749595874,-1.6907384077229894,-0.07134711712206693,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820911.9994652,0.8488253802061081,-1.706184130907059,0.2165096126496791,0.6931897968053817,0.1893291175365447,0.1924082554876803,-0.6670863687992096,0.1178159579634666,-2.484076595306397,0.0403424795717,0.0022026541642844,0.0055441343691199,0.7095473289489747,-0.7046324491500855,0.8633017301559448,-1.7327865183353424,0.4440100878477097,-0.6616085737943649,-0.0364353984594344,0.7467398107051849,0.0182780499570071,-0.7966032624244668,0.0164449214935302,0.4992222785949796,0.9402500074947066,0.2295075553006574,-0.0004898322982123,-0.006366054593722,-10,10,-10,-10,0.7895991979099641,-1.6911966678119243,-0.034523741160904786,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820912.0094652,0.838129410147667,-1.7053558349609377,0.2217435389757155,0.6896560072898865,0.1935776628553867,0.1953189142048358,-0.6683331072330475,0.1178231883794069,-2.484075939655304,0.0403586268424987,0.0022288403008132,0.0055446508806198,0.7095419198274613,-0.7046377897262573,0.8553356975317001,-1.732622069120407,0.4490023106336593,-0.6545611709356308,-0.0387026140466331,0.7523906052112579,0.0179260385222732,-0.7966032624244668,0.0164449214935302,0.4992222785949629,0.9402500074946976,0.2295344269303809,-0.0009937163946434,-0.0049595647538018,-10,10,-10,-10,0.7724157208603406,-1.6916549279008593,0.001260405214769278,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820912.0194652,0.8274334400892258,-1.7045275390148162,0.226977465301752,0.6861222177743912,0.1978262081742286,0.1982295729219913,-0.6695798456668853,0.1178344171494245,-2.4840752601623537,0.040382358059287,0.0022661583963781,0.0055461054667829,0.7095329940319062,-0.7046466201543808,0.8473696649074555,-1.7324576199054718,0.453994533419609,-0.6475137680768966,-0.0409698296338319,0.758041399717331,0.0175740270875394,-0.7966032624244668,0.0164449214935302,0.4992222785949685,0.9402500074947008,0.2295959313563489,-0.0015176162367667,-0.0013504409501234,-10,10,-10,-10,0.7552322438107172,-1.6921131879897942,0.036005322004955376,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820912.0294652,0.8100024789571763,-1.7036844432353973,0.2373164013028144,0.6790523946285247,0.2027986340224742,0.1982590399682521,-0.674294936656952,0.1178456459194421,-2.484074580669403,0.0404060892760752,0.0023034764919429,0.0055475600529461,0.7095240682363511,-0.7046554505825042,0.8350123554468155,-1.7326940298080444,0.463414990901947,-0.6352543979883194,-0.0442860586568712,0.7666904419660568,0.0170170367229729,-1.2357309460639954,-0.0236409902572676,0.9420457482337996,1.5540399155896674,0.2293199124669724,-0.0016379413482805,0.0045861288888411,-10,10,-10,-10,0.7380487667610938,-1.692571448078729,0.06971100920965334,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820912.0394652,0.7930059641599655,-1.7029290676116944,0.2475168347358703,0.6720034152269363,0.2082155905663966,0.1981843560934066,-0.6789010614156723,0.1178486853837966,-2.4840741753578186,0.0404329800978302,0.0023662501189391,0.0055292177712544,0.7095220446586609,-0.7046574115753174,0.8229332268238068,-1.7330022871494293,0.4726845800876617,-0.6233182460069656,-0.0468084041029214,0.7750440269708634,0.0169130283407866,-1.207912862300875,-0.0308257341384843,0.9269589185714688,1.5229105507272107,0.22912999177481,-0.0012772113639112,0.01206082931461,-10,10,-10,-10,0.7208652897114703,-1.693029708167664,0.10237746682886328,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820912.0494652,0.776174059510231,-1.702227795124054,0.2576450638473033,0.6648558497428894,0.2134581796824931,0.1981787271797656,-0.6836375713348388,0.1178517248481511,-2.4840737700462343,0.0404598709195851,0.0024290237459353,0.0055108754895626,0.7095200210809708,-0.7046593725681305,0.8109751284122467,-1.733319079875946,0.4818954631686211,-0.611460879445076,-0.0493767986074089,0.7833209544420242,0.0167343686334788,-1.1958098411560036,-0.0316792726516634,0.9210883080959408,1.5097577368016126,0.2290546309944781,-0.0004824458416743,0.0208774990900042,-10,10,-10,-10,0.7036818126618469,-1.693487968256599,0.13400469486258515,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820912.0594652,0.7593421548604965,-1.7015265226364136,0.2677732929587363,0.6577082842588424,0.2187007687985896,0.1981730982661246,-0.6883740812540055,0.1178547643125057,-2.4840733647346496,0.0404867617413401,0.0024917973729315,0.0054925332078709,0.7095179975032806,-0.7046613335609436,0.7990170300006867,-1.7336358726024628,0.4911063462495804,-0.5996035128831864,-0.0519451931118964,0.7915978819131851,0.016555708926171,-1.1958098411560036,-0.0316792726516856,0.9210883080959298,1.5097577368016066,0.229091158198746,0.0007723623285029,0.0307835116296315,-10,10,-10,-10,0.6864983356122234,-1.693946228345534,0.16459269331081905,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
1651820912.0694652,0.742510250210762,-1.7008252501487733,0.2779015220701694,0.6505607187747955,0.2239433579146861,0.1981674693524837,-0.693110591173172,0.1177716277539729,-2.484092235565185,0.0406843727454542,0.002572257455904,0.0057931405026465,0.7096045464277267,-0.7045699536800385,0.7870589315891265,-1.7339526653289794,0.5003172293305397,-0.5877461463212967,-0.0545135876163839,0.799874809384346,0.0163770492188632,-1.1958098411560147,-0.0316792726516634,0.9210883080959298,1.5097577368016148,0.2292395199026632,0.002514815513857,0.0415431401557617,-10,10,-10,-10,0.6693148585626,-1.694404488434469,0.19414146217356487,-0.3616937644148063,-1.7219000937705653,0.06527745249520123
